Customer,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Total,Segment
20535,1,70000,2791,4,1,4,414,9,Potential Loyalist
20567,1,130000,6700,3,1,5,315,9,Other
20598,1,100000,829,5,1,5,515,11,Potential Loyalist
20606,1,70000,979,5,1,4,514,10,Potential Loyalist
20619,1,80000,975,5,1,4,514,10,Potential Loyalist
20625,1,100000,380,5,1,5,515,11,Potential Loyalist
20657,1,50000,8773,2,1,3,213,6,Lost
20659,1,70000,5144,3,1,4,314,8,Other
20678,1,60000,2078,5,1,3,513,9,Potential Loyalist
20698,1,60000,11005,1,1,3,113,5,Lost
20711,1,40000,6526,3,1,2,312,6,Other
20729,1,40000,5033,3,1,2,312,6,Other
20754,1,30000,9358,2,1,1,211,4,Lost
20758,1,30000,11135,1,1,1,111,3,Lost
20797,1,10000,6933,3,1,1,311,5,Other
20828,1,30000,400,5,1,1,511,7,Promising
20839,1,30000,4420,4,1,1,411,6,Promising
20851,1,20000,269,5,1,1,511,7,Promising
20870,1,10000,166,5,1,1,511,7,Promising
20877,1,30000,4319,4,1,1,411,6,Promising
20897,1,30000,9309,2,1,1,211,4,Lost
20919,1,30000,10990,1,1,1,111,3,Lost
20923,1,40000,2663,4,1,2,412,7,Promising
20927,1,20000,3756,4,1,1,411,6,Promising
20942,1,20000,6626,3,1,1,311,5,Other
20946,1,30000,1783,5,1,1,511,7,Promising
20962,1,20000,457,5,1,1,511,7,Promising
20970,1,10000,1773,5,1,1,511,7,Promising
20974,1,10000,5481,3,1,1,311,5,Other
20977,1,20000,451,5,1,1,511,7,Promising
20994,1,20000,4973,3,1,1,311,5,Other
21006,1,30000,10399,1,1,1,111,3,Lost
21039,1,50000,6772,3,1,3,313,7,Other
21094,1,30000,7122,3,1,1,311,5,Other
21108,1,40000,528,5,1,2,512,8,Promising
21184,1,70000,6079,3,1,4,314,8,Other
21207,1,60000,7570,2,1,3,213,6,Lost
21213,1,70000,2303,5,1,4,514,10,Potential Loyalist
21260,1,40000,5172,3,1,2,312,6,Other
21266,1,80000,1747,5,1,4,514,10,Potential Loyalist
21306,1,60000,11471,1,1,3,113,5,Lost
21365,1,10000,4626,4,1,1,411,6,Promising
21375,1,20000,8543,2,1,1,211,4,Lost
21417,1,60000,7411,2,1,3,213,6,Lost
21441,1,50000,6250,3,1,3,313,7,Other
21451,1,40000,9796,1,1,2,112,4,Lost
21471,1,70000,4450,4,1,4,414,9,Potential Loyalist
21554,1,80000,1164,5,1,4,514,10,Potential Loyalist
21557,1,110000,11548,1,1,5,115,7,Lost
21560,1,120000,8627,2,1,5,215,8,Lost
21561,1,90000,6694,3,1,5,315,9,Other
21564,1,80000,3355,4,1,4,414,9,Potential Loyalist
21568,1,100000,5729,3,1,5,315,9,Other
21583,1,50000,8873,2,1,3,213,6,Lost
21587,1,60000,8549,2,1,3,213,6,Lost
21599,1,60000,1130,5,1,3,513,9,Potential Loyalist
21613,1,50000,7912,2,1,3,213,6,Lost
21660,1,60000,11562,1,1,3,113,5,Lost
21693,1,60000,2905,4,1,3,413,8,Potential Loyalist
21695,1,60000,6864,3,1,3,313,7,Other
21713,1,80000,1037,5,1,4,514,10,Potential Loyalist
21714,1,80000,4460,4,1,4,414,9,Potential Loyalist
21717,1,40000,8943,2,1,2,212,5,Lost
21738,1,20000,4355,4,1,1,411,6,Promising
21741,1,70000,11345,1,1,4,114,6,Lost
21751,1,60000,5653,3,1,3,313,7,Other
21752,1,60000,9132,2,1,3,213,6,Lost
21770,1,60000,1962,5,1,3,513,9,Potential Loyalist
21801,1,70000,4089,4,1,4,414,9,Potential Loyalist
21891,1,110000,4180,4,1,5,415,10,Potential Loyalist
21940,1,90000,11572,1,1,5,115,7,Lost
21974,1,70000,5883,3,1,4,314,8,Other
21980,1,60000,7985,2,1,3,213,6,Lost
22005,1,70000,9496,1,1,4,114,6,Lost
22006,1,70000,6231,3,1,4,314,8,Other
22010,1,40000,2378,5,1,2,512,8,Promising
22014,1,30000,5768,3,1,1,311,5,Other
22042,1,70000,9774,1,1,4,114,6,Lost
22046,1,80000,6231,3,1,4,314,8,Other
22050,1,90000,8580,2,1,5,215,8,Lost
22088,1,130000,11249,1,1,5,115,7,Lost
22118,1,70000,9004,2,1,4,214,7,Lost
22127,1,60000,7193,3,1,3,313,7,Other
22155,1,20000,8696,2,1,1,211,4,Lost
22170,1,30000,8000,2,1,1,211,4,Lost
22173,1,30000,9726,1,1,1,111,3,Lost
22174,1,30000,5285,3,1,1,311,5,Other
22175,1,30000,2515,4,1,1,411,6,Promising
22204,1,110000,4776,4,1,5,415,10,Potential Loyalist
22211,1,60000,11963,1,1,3,113,5,Lost
22219,1,60000,4147,4,1,3,413,8,Potential Loyalist
22220,1,60000,9228,2,1,3,213,6,Lost
22221,1,60000,5795,3,1,3,313,7,Other
22227,1,60000,3609,4,1,3,413,8,Potential Loyalist
22252,1,60000,5055,3,1,3,313,7,Other
22294,1,70000,8165,2,1,4,214,7,Lost
22296,1,70000,8614,2,1,4,214,7,Lost
22330,1,50000,3713,4,1,3,413,8,Potential Loyalist
22381,1,10000,11656,1,1,1,111,3,Lost
22399,1,10000,4211,4,1,1,411,6,Promising
22400,1,10000,6369,3,1,1,311,5,Other
22402,1,10000,11849,1,1,1,111,3,Lost
22439,1,30000,1808,5,1,1,511,7,Promising
22464,1,40000,6948,3,1,2,312,6,Other
22496,1,30000,6014,3,1,1,311,5,Other
22500,1,40000,4920,3,1,2,312,6,Other
22518,1,30000,6587,3,1,1,311,5,Other
22527,1,20000,9459,2,1,1,211,4,Lost
22538,1,10000,230,5,1,1,511,7,Promising
22610,1,30000,4263,4,1,1,411,6,Promising
22633,1,40000,8087,2,1,2,212,5,Lost
22634,1,40000,6915,3,1,2,312,6,Other
22636,1,40000,3624,4,1,2,412,7,Promising
22672,1,30000,9043,2,1,1,211,4,Lost
22707,1,30000,11051,1,1,1,111,3,Lost
22719,1,110000,2224,5,1,5,515,11,Potential Loyalist
22730,1,70000,9087,2,1,4,214,7,Lost
22743,1,40000,2487,4,1,2,412,7,Promising
22821,1,130000,2254,5,1,5,515,11,Potential Loyalist
22830,1,120000,4658,4,1,5,415,10,Potential Loyalist
22864,1,90000,7019,3,1,5,315,9,Other
22918,1,80000,2071,5,1,4,514,10,Potential Loyalist
22930,1,90000,2557,4,1,5,415,10,Potential Loyalist
22931,1,100000,6057,3,1,5,315,9,Other
22936,1,60000,1284,5,1,3,513,9,Potential Loyalist
22971,1,30000,1016,5,1,1,511,7,Promising
22974,1,30000,4833,4,1,1,411,6,Promising
22976,1,40000,7529,2,1,2,212,5,Lost
22983,1,30000,3897,4,1,1,411,6,Promising
22988,1,40000,7819,2,1,2,212,5,Lost
22994,1,80000,6283,3,1,4,314,8,Other
23027,1,130000,5414,3,1,5,315,9,Other
23041,1,70000,3903,4,1,4,414,9,Potential Loyalist
23089,1,40000,2637,4,1,2,412,7,Promising
23105,1,40000,6058,3,1,2,312,6,Other
23144,1,50000,6377,3,1,3,313,7,Other
23158,1,60000,3898,4,1,3,413,8,Potential Loyalist
23195,1,50000,1976,5,1,3,513,9,Potential Loyalist
23197,1,50000,8163,2,1,3,213,6,Lost
23200,1,50000,7728,2,1,3,213,6,Lost
23217,1,60000,9468,2,1,3,213,6,Lost
23248,1,10000,9027,2,1,1,211,4,Lost
23256,1,30000,3092,4,1,1,411,6,Promising
23275,1,30000,7246,3,1,1,311,5,Other
23316,1,30000,11417,1,1,1,111,3,Lost
23333,1,40000,5798,3,1,2,312,6,Other
23358,1,60000,6249,3,1,3,313,7,Other
23368,1,60000,2629,4,1,3,413,8,Potential Loyalist
23376,1,70000,2435,4,1,4,414,9,Potential Loyalist
23378,1,70000,9332,2,1,4,214,7,Lost
23419,1,70000,11723,1,1,4,114,6,Lost
23426,1,80000,7959,2,1,4,214,7,Lost
23432,1,70000,6144,3,1,4,314,8,Other
23449,1,60000,9591,1,1,3,113,5,Lost
23455,1,80000,413,5,1,4,514,10,Potential Loyalist
23459,1,60000,4514,4,1,3,413,8,Potential Loyalist
23461,1,90000,4962,3,1,5,315,9,Other
23479,1,90000,6936,3,1,5,315,9,Other
23491,1,100000,10658,1,1,5,115,7,Lost
23513,1,40000,3375,4,1,2,412,7,Promising
23542,1,60000,8695,2,1,3,213,6,Lost
23549,1,30000,504,5,1,1,511,7,Promising
23571,1,40000,44,5,1,2,512,8,Promising
23586,1,80000,4291,4,1,4,414,9,Potential Loyalist
23608,1,150000,11329,1,1,5,115,7,Lost
23627,1,100000,7245,3,1,5,315,9,Other
23668,1,40000,129,5,1,2,512,8,Promising
23672,1,60000,6737,3,1,3,313,7,Other
23704,1,40000,9708,1,1,2,112,4,Lost
23707,1,70000,8441,2,1,4,214,7,Lost
23712,1,70000,6947,3,1,4,314,8,Other
23731,1,60000,2643,4,1,3,413,8,Potential Loyalist
23780,1,40000,7988,2,1,2,212,5,Lost
23797,1,20000,5089,3,1,1,311,5,Other
23801,1,20000,4830,4,1,1,411,6,Promising
23818,1,50000,1024,5,1,3,513,9,Potential Loyalist
23882,1,80000,606,5,1,4,514,10,Potential Loyalist
23893,1,50000,2922,4,1,3,413,8,Potential Loyalist
23908,1,30000,7624,2,1,1,211,4,Lost
23915,1,20000,6300,3,1,1,311,5,Other
23940,1,40000,2151,5,1,2,512,8,Promising
23962,1,10000,8901,2,1,1,211,4,Lost
23963,1,10000,8208,2,1,1,211,4,Lost
23979,1,10000,3236,4,1,1,411,6,Promising
23986,1,20000,6900,3,1,1,311,5,Other
23993,1,10000,9972,1,1,1,111,3,Lost
24061,1,10000,7970,2,1,1,211,4,Lost
24065,1,20000,11934,1,1,1,111,3,Lost
24093,1,80000,4611,4,1,4,414,9,Potential Loyalist
24107,1,30000,9468,2,1,1,211,4,Lost
24119,1,30000,2207,5,1,1,511,7,Promising
24121,1,30000,10291,1,1,1,111,3,Lost
24140,1,10000,7217,3,1,1,311,5,Other
24149,1,10000,1539,5,1,1,511,7,Promising
24151,1,20000,2190,5,1,1,511,7,Promising
24174,1,20000,10159,1,1,1,111,3,Lost
24185,1,10000,11664,1,1,1,111,3,Lost
24187,1,30000,5026,3,1,1,311,5,Other
24201,1,10000,7068,3,1,1,311,5,Other
24273,1,20000,7362,2,1,1,211,4,Lost
24279,1,40000,5394,3,1,2,312,6,Other
24305,1,100000,1051,5,1,5,515,11,Potential Loyalist
24322,1,60000,1,5,1,3,513,9,Potential Loyalist
24324,1,60000,1957,5,1,3,513,9,Potential Loyalist
24357,1,80000,7933,2,1,4,214,7,Lost
24369,1,80000,7500,2,1,4,214,7,Lost
24381,1,70000,10886,1,1,4,114,6,Lost
24397,1,120000,919,5,1,5,515,11,Potential Loyalist
24398,1,130000,10050,1,1,5,115,7,Lost
24416,1,90000,2646,4,1,5,415,10,Potential Loyalist
24433,1,70000,395,5,1,4,514,10,Potential Loyalist
24466,1,60000,7468,2,1,3,213,6,Lost
24485,1,40000,7973,2,1,2,212,5,Lost
24496,1,40000,1884,5,1,2,512,8,Promising
24514,1,40000,3552,4,1,2,412,7,Promising
24584,1,60000,10121,1,1,3,113,5,Lost
24611,1,90000,7478,2,1,5,215,8,Lost
24637,1,40000,489,5,1,2,512,8,Promising
24643,1,60000,384,5,1,3,513,9,Potential Loyalist
24725,1,40000,9648,1,1,2,112,4,Lost
24738,1,40000,6535,3,1,2,312,6,Other
24745,1,30000,10505,1,1,1,111,3,Lost
24801,1,60000,1241,5,1,3,513,9,Potential Loyalist
24842,1,90000,2592,4,1,5,415,10,Potential Loyalist
24857,1,130000,5873,3,1,5,315,9,Other
24871,1,90000,12,5,1,5,515,11,Potential Loyalist
24898,1,80000,9929,1,1,4,114,6,Lost
24901,1,110000,11733,1,1,5,115,7,Lost
24941,1,60000,3540,4,1,3,413,8,Potential Loyalist
24943,1,60000,9557,1,1,3,113,5,Lost
24955,1,30000,20,5,1,1,511,7,Promising
24958,1,40000,7742,2,1,2,212,5,Lost
24979,1,60000,6759,3,1,3,313,7,Other
24981,1,60000,9468,2,1,3,213,6,Lost
25006,1,30000,6963,3,1,1,311,5,Other
25026,1,20000,8589,2,1,1,211,4,Lost
25041,1,40000,11327,1,1,2,112,4,Lost
25058,1,100000,8440,2,1,5,215,8,Lost
25065,1,70000,11850,1,1,4,114,6,Lost
25074,1,70000,8813,2,1,4,214,7,Lost
25101,1,60000,2754,4,1,3,413,8,Potential Loyalist
25148,1,60000,5332,3,1,3,313,7,Other
25184,1,110000,3698,4,1,5,415,10,Potential Loyalist
25241,1,90000,1959,5,1,5,515,11,Potential Loyalist
25261,1,40000,10878,1,1,2,112,4,Lost
25266,1,30000,999,5,1,1,511,7,Promising
25293,1,80000,9071,2,1,4,214,7,Lost
25303,1,30000,307,5,1,1,511,7,Promising
25307,1,40000,5612,3,1,2,312,6,Other
25313,1,10000,7770,2,1,1,211,4,Lost
25323,1,40000,4852,4,1,2,412,7,Promising
25329,1,40000,11064,1,1,2,112,4,Lost
25343,1,20000,2774,4,1,1,411,6,Promising
25347,1,20000,7401,2,1,1,211,4,Lost
25375,1,50000,6120,3,1,3,313,7,Other
25394,1,60000,2185,5,1,3,513,9,Potential Loyalist
25405,1,70000,8993,2,1,4,214,7,Lost
25419,1,50000,7111,3,1,3,313,7,Other
25458,1,20000,8722,2,1,1,211,4,Lost
25460,1,20000,6293,3,1,1,311,5,Other
25502,1,40000,12030,1,1,2,112,4,Lost
25512,1,20000,3036,4,1,1,411,6,Promising
25529,1,10000,5000,3,1,1,311,5,Other
25553,1,30000,4169,4,1,1,411,6,Promising
25555,1,10000,11967,1,1,1,111,3,Lost
25559,1,20000,2633,4,1,1,411,6,Promising
25597,1,30000,7090,3,1,1,311,5,Other
25598,1,40000,5571,3,1,2,312,6,Other
25605,1,20000,8969,2,1,1,211,4,Lost
25649,1,30000,5349,3,1,1,311,5,Other
25651,1,40000,8253,2,1,2,212,5,Lost
25665,1,20000,5671,3,1,1,311,5,Other
25681,1,30000,4059,4,1,1,411,6,Promising
25693,1,30000,474,5,1,1,511,7,Promising
25752,1,20000,5708,3,1,1,311,5,Other
25792,1,110000,8092,2,1,5,215,8,Lost
25872,1,70000,4687,4,1,4,414,9,Potential Loyalist
25886,1,60000,8197,2,1,3,213,6,Lost
25898,1,70000,6797,3,1,4,314,8,Other
25899,1,70000,10400,1,1,4,114,6,Lost
25906,1,10000,10905,1,1,1,111,3,Lost
25908,1,60000,2307,5,1,3,513,9,Potential Loyalist
25909,1,60000,5494,3,1,3,313,7,Other
25918,1,30000,6000,3,1,1,311,5,Other
25923,1,10000,7306,2,1,1,211,4,Lost
25940,1,20000,1526,5,1,1,511,7,Promising
25943,1,70000,4766,4,1,4,414,9,Potential Loyalist
25954,1,60000,4650,4,1,3,413,8,Potential Loyalist
25970,1,60000,4024,4,1,3,413,8,Potential Loyalist
25983,1,70000,8735,2,1,4,214,7,Lost
26012,1,80000,10306,1,1,4,114,6,Lost
26032,1,70000,743,5,1,4,514,10,Potential Loyalist
26065,1,110000,4629,4,1,5,415,10,Potential Loyalist
26139,1,60000,5999,3,1,3,313,7,Other
26150,1,70000,464,5,1,4,514,10,Potential Loyalist
26154,1,60000,4283,4,1,3,413,8,Potential Loyalist
26167,1,40000,6466,3,1,2,312,6,Other
26219,1,40000,2885,4,1,2,412,7,Promising
26236,1,40000,10986,1,1,2,112,4,Lost
26238,1,40000,9196,2,1,2,212,5,Lost
26248,1,20000,7671,2,1,1,211,4,Lost
26270,1,20000,9638,1,1,1,111,3,Lost
26298,1,50000,11354,1,1,3,113,5,Lost
26305,1,60000,5098,3,1,3,313,7,Other
26327,1,70000,6905,3,1,4,314,8,Other
26341,1,70000,956,5,1,4,514,10,Potential Loyalist
26354,1,40000,3220,4,1,2,412,7,Promising
26385,1,120000,1950,5,1,5,515,11,Potential Loyalist
26412,1,80000,2223,5,1,4,514,10,Potential Loyalist
26415,1,90000,2480,4,1,5,415,10,Potential Loyalist
26452,1,50000,1694,5,1,3,513,9,Potential Loyalist
26490,1,70000,11764,1,1,4,114,6,Lost
26495,1,40000,3079,4,1,2,412,7,Promising
26547,1,30000,5257,3,1,1,311,5,Other
26575,1,40000,1732,5,1,2,512,8,Promising
26576,1,60000,2479,4,1,3,413,8,Potential Loyalist
26582,1,60000,7810,2,1,3,213,6,Lost
26597,1,60000,4193,4,1,3,413,8,Potential Loyalist
26625,1,60000,8348,2,1,3,213,6,Lost
26651,1,80000,9142,2,1,4,214,7,Lost
26654,1,90000,1323,5,1,5,515,11,Potential Loyalist
26663,1,60000,3221,4,1,3,413,8,Potential Loyalist
26678,1,80000,11133,1,1,4,114,6,Lost
26693,1,70000,10723,1,1,4,114,6,Lost
26728,1,70000,7232,3,1,4,314,8,Other
26757,1,90000,4371,4,1,5,415,10,Potential Loyalist
26765,1,70000,3717,4,1,4,414,9,Potential Loyalist
26778,1,40000,11610,1,1,2,112,4,Lost
26796,1,40000,7278,3,1,2,312,6,Other
26818,1,10000,6684,3,1,1,311,5,Other
26829,1,40000,11033,1,1,2,112,4,Lost
26849,1,10000,10446,1,1,1,111,3,Lost
26852,1,20000,4173,4,1,1,411,6,Promising
26863,1,20000,2977,4,1,1,411,6,Promising
26879,1,20000,10785,1,1,1,111,3,Lost
26886,1,30000,5901,3,1,1,311,5,Other
26928,1,30000,5539,3,1,1,311,5,Other
26941,1,30000,2598,4,1,1,411,6,Promising
26944,1,90000,10848,1,1,5,115,7,Lost
26956,1,20000,2657,4,1,1,411,6,Promising
26984,1,40000,1532,5,1,2,512,8,Promising
27040,1,20000,9075,2,1,1,211,4,Lost
27074,1,70000,11353,1,1,4,114,6,Lost
27090,1,60000,11927,1,1,3,113,5,Lost
27165,1,20000,10856,1,1,1,111,3,Lost
27169,1,30000,2002,5,1,1,511,7,Promising
27183,1,40000,11800,1,1,2,112,4,Lost
27184,1,40000,11388,1,1,2,112,4,Lost
27190,1,40000,11523,1,1,2,112,4,Lost
27198,1,80000,9739,1,1,4,114,6,Lost
27218,1,20000,5941,3,1,1,311,5,Other
27261,1,40000,6905,3,1,2,312,6,Other
27273,1,70000,9589,1,1,4,114,6,Lost
27279,1,70000,8747,2,1,4,214,7,Lost
27304,1,110000,971,5,1,5,515,11,Potential Loyalist
27388,1,60000,5851,3,1,3,313,7,Other
27393,1,50000,7373,2,1,3,213,6,Lost
27434,1,70000,7598,2,1,4,214,7,Lost
27441,1,60000,2418,4,1,3,413,8,Potential Loyalist
27494,1,40000,2343,5,1,2,512,8,Promising
27505,1,40000,8895,2,1,2,212,5,Lost
27540,1,70000,6898,3,1,4,314,8,Other
27582,1,90000,9332,2,1,5,215,8,Lost
27585,1,90000,3999,4,1,5,415,10,Potential Loyalist
27637,1,100000,2331,5,1,5,515,11,Potential Loyalist
27638,1,100000,4687,4,1,5,415,10,Potential Loyalist
27643,1,70000,9162,2,1,4,214,7,Lost
27650,1,70000,6957,3,1,4,314,8,Other
27660,1,80000,1930,5,1,4,514,10,Potential Loyalist
27673,1,60000,7859,2,1,3,213,6,Lost
27696,1,60000,7131,3,1,3,313,7,Other
27731,1,40000,4521,4,1,2,412,7,Promising
27740,1,40000,11856,1,1,2,112,4,Lost
27745,1,40000,4155,4,1,2,412,7,Promising
27753,1,40000,10245,1,1,2,112,4,Lost
27756,1,50000,1644,5,1,3,513,9,Potential Loyalist
27760,1,40000,544,5,1,2,512,8,Promising
27771,1,30000,8432,2,1,1,211,4,Lost
27775,1,40000,10277,1,1,2,112,4,Lost
27803,1,30000,11431,1,1,1,111,3,Lost
27814,1,30000,3361,4,1,1,411,6,Promising
27824,1,30000,11454,1,1,1,111,3,Lost
27832,1,30000,3037,4,1,1,411,6,Promising
27835,1,20000,11463,1,1,1,111,3,Lost
27878,1,20000,2230,5,1,1,511,7,Promising
27941,1,80000,1586,5,1,4,514,10,Potential Loyalist
27951,1,80000,10410,1,1,4,114,6,Lost
27969,1,80000,1385,5,1,4,514,10,Potential Loyalist
27974,1,160000,9488,1,1,5,115,7,Lost
27994,1,40000,4378,4,1,2,412,7,Promising
28004,1,60000,8755,2,1,3,213,6,Lost
28026,1,40000,1274,5,1,2,512,8,Promising
28031,1,70000,4339,4,1,4,414,9,Potential Loyalist
28043,1,60000,2053,5,1,3,513,9,Potential Loyalist
28052,1,60000,5038,3,1,3,313,7,Other
28056,1,70000,171,5,1,4,514,10,Potential Loyalist
28066,1,80000,2438,4,1,4,414,9,Potential Loyalist
28068,1,80000,2311,5,1,4,514,10,Potential Loyalist
28087,1,40000,1777,5,1,2,512,8,Promising
28090,1,40000,4374,4,1,2,412,7,Promising
28102,1,20000,3774,4,1,1,411,6,Promising
28192,1,70000,339,5,1,4,514,10,Potential Loyalist
28207,1,80000,81,5,1,4,514,10,Potential Loyalist
28228,1,80000,212,5,1,4,514,10,Potential Loyalist
28269,1,130000,10954,1,1,5,115,7,Lost
28278,1,50000,6318,3,1,3,313,7,Other
28319,1,60000,8915,2,1,3,213,6,Lost
28323,1,70000,11065,1,1,4,114,6,Lost
28379,1,30000,9073,2,1,1,211,4,Lost
28380,1,10000,5329,3,1,1,311,5,Other
28395,1,40000,4925,3,1,2,312,6,Other
28412,1,20000,7715,2,1,1,211,4,Lost
28436,1,30000,3794,4,1,1,411,6,Promising
28468,1,10000,960,5,1,1,511,7,Promising
28488,1,20000,2697,4,1,1,411,6,Promising
28521,1,40000,7156,3,1,2,312,6,Other
28564,1,40000,2922,4,1,2,412,7,Promising
28580,1,80000,3667,4,1,4,414,9,Potential Loyalist
28609,1,30000,10342,1,1,1,111,3,Lost
28625,1,40000,4097,4,1,2,412,7,Promising
28657,1,60000,5620,3,1,3,313,7,Other
28667,1,70000,2120,5,1,4,514,10,Potential Loyalist
28672,1,70000,6543,3,1,4,314,8,Other
28683,1,10000,7995,2,1,1,211,4,Lost
28729,1,20000,11953,1,1,1,111,3,Lost
28758,1,40000,5206,3,1,2,312,6,Other
28799,1,40000,4876,3,1,2,312,6,Other
28815,1,50000,2094,5,1,3,513,9,Potential Loyalist
28858,1,80000,9492,1,1,4,114,6,Lost
28906,1,80000,7808,2,1,4,214,7,Lost
28915,1,80000,253,5,1,4,514,10,Potential Loyalist
28918,1,130000,821,5,1,5,515,11,Potential Loyalist
28957,1,120000,2234,5,1,5,515,11,Potential Loyalist
28972,1,60000,3010,4,1,3,413,8,Potential Loyalist
28997,1,40000,5212,3,1,2,312,6,Other
29030,1,70000,1956,5,1,4,514,10,Potential Loyalist
29037,1,60000,5886,3,1,3,313,7,Other
29048,1,110000,8206,2,1,5,215,8,Lost
29052,1,40000,2870,4,1,2,412,7,Promising
29094,1,30000,6710,3,1,1,311,5,Other
29097,1,40000,346,5,1,2,512,8,Promising
29106,1,40000,1613,5,1,2,512,8,Promising
29112,1,60000,7495,2,1,3,213,6,Lost
29117,1,100000,2230,5,1,5,515,11,Potential Loyalist
29120,1,100000,10603,1,1,5,115,7,Lost
29132,1,40000,8602,2,1,2,212,5,Lost
29133,1,60000,1555,5,1,3,513,9,Potential Loyalist
29134,1,60000,7568,2,1,3,213,6,Lost
29143,1,60000,9292,2,1,3,213,6,Lost
29181,1,60000,8162,2,1,3,213,6,Lost
29191,1,130000,8295,2,1,5,215,8,Lost
29231,1,80000,10623,1,1,4,114,6,Lost
29237,1,120000,8953,2,1,5,215,8,Lost
29243,1,110000,2642,4,1,5,415,10,Potential Loyalist
29255,1,80000,5980,3,1,4,314,8,Other
29298,1,60000,1700,5,1,3,513,9,Potential Loyalist
29301,1,80000,8989,2,1,4,214,7,Lost
29337,1,30000,534,5,1,1,511,7,Promising
29355,1,40000,1371,5,1,2,512,8,Promising
29380,1,20000,6115,3,1,1,311,5,Other
29424,1,10000,5190,3,1,1,311,5,Other
29447,1,10000,6910,3,1,1,311,5,Other
